22-rdf-syntax-ns#type_0;22-rdf-syntax-ns#type_1;22-rdf-syntax-ns#type_2;22-rdf-syntax-ns#type_3;22-rdf-syntax-ns#type_4;22-rdf-syntax-ns#type_5;22-rdf-syntax-ns#type_6;22-rdf-syntax-ns#type_7;alias_0;birthDate_0;birthDate_1;birthPlace_0;birthPlace_1;birthPlace_2;birthPlace_3;country_0;country_1;dateOfBirth_0;description_0;ethnicity_0;ethnicity_1;eyeColor_0;gender_0;givenName_0;hairColor_0;id_0;id_1;name_0;name_1;name_2;name_3;numberOfFilms_0;occupation_0;placeOfBirth_0;placeOfBirth_1;shortDescription_0;surname_0;weight_0
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1964-04-14;1964-04-14;British_Columbia;New_Westminster;British_Columbia;New_Westminster;;;1964-04-14;Canadian adult model;;;Hazel;;Melissa;Blonde;;;Melissa Wolf;Wolf, Melissa;Melissa Wolf;;;;British_Columbia;New_Westminster;Canadian adult model;Wolf;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;;;;;;;China;People's_Republic_of_China;;;;;;;;;;;Melvin Sia;Melvin Sia (谢佳见);;;;Actor;;;;;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Jamie Lynn;1985-03-23;;Louisiana;New_Orleans;Louisiana;New_Orleans;;;1985;American pornographic actor;Caucasian American;;Blue;female;Memphis;Blonde;36957;MemphisMonroe;Memphis Monroe;Monroe, Memphis;Memphis Monroe;;109;;Louisiana;New_Orleans;American pornographic actor;Monroe;54.432
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Mew;1986-12-26;1986-12-26;Hiroshima;Japan;Hiroshima;Japan;;;1986-12-26;;;;Dark Brown;;Myu;Black;1485777;;Azama, Myu;Mew Azama;Myu Azama;Mew Azama;;;Hiroshima;Japan;;Azama;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1986-07-22;1986-07-22;%C5%8Ctsu,_Shiga;Japan;Otsu,_Shiga;%C5%8Ctsu,_Shiga;;;1986-07-22;;Yamato_people;Yamato_people;Black;;Mia;Black;1301273;;Mia Murano;Murano, Mia;Mia Murano;;;;%C5%8Ctsu,_Shiga;Japan;;Murano;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Nica Noire;1982-12-29;1982-12-29;Los_Angeles;Los_Angeles,_California;U.S.;United_States;;;1982-12-29;American pornographic actor;Caucasian;;;female;Mia;Blond;45805;MiaPresley;Mia Presley;Presley, Mia;Mia Presley;;41;;Los_Angeles;Los_Angeles,_California;American pornographic actor;Presley;49.896
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1987-03-30;1987-03-30;Sutton,_Alaska;Sutton-Alpine,_Alaska;United_States;Sutton,_Alaska;;;1987-03-30;American pornographic actor;White_people;Whites;;female;Mia;Brown/Blonde;41100;MiaRose;Mia Rose;Rose, Mia;Mia Rose;;81;;Sutton,_Alaska;Sutton-Alpine,_Alaska;American pornographic actor;Rose;49.896
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1977-09-21;1977-09-21;;;;;;;1977-09-21;American pornographic actor;Koreans;Koreans;Brown;female;Mia;Black;1250;MSmiles;Mia Smiles;Smiles, Mia;Mia Smiles;;326;;;;American pornographic actor;Smiles;49.896
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1979-02-22;1979-02-22;China;Shanxi;Xi'an;Xian;China;People's_Republic_of_China;22;Actress;;;;;Pu;;;;Miao Pu;Miao, Pu;Miao Pu;Miáo Pǔ;;Actress;Xian, Shanxi, China;;Actress;Miao;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Monster, Michael Brandon;1965-02-09;;Huntington_Beach;Huntington_Beach,_California;Orange_County,_California;Huntington_Beach;;;1965;;Caucasian_race;Caucasian and Native American mix;Blue;male;Michael;Brown;MBrandon;;Brandon, Michael;Michael Brandon;Michael Brandon;;;;Huntington Beach, Orange County, California, United States;;;Brandon;77.112
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Michael Grant, Michael Dattorre, Michael Dattore, Michael Cattore, Michael Daytore;;;;;;;;;;;Caucasian;;;male;Michael;Brown;MGaunt;;Gaunt, Michael;Michael Gaunt;Michael Gaunt;;;;;;;Gaunt;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Toing, Lizana Machine, Washi, Rey del IPC, Michaels J Cox, Michael J Cox, Michael J. Coxx, MJ Cox, Ted Craig;1969-09-14;1969-09-14;;;;;;;1969-09-14;;Caucasian;;;;Michael J.;Brown;;;Cox, Michael J.;Michael J. Cox;;;;;;;;Cox;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Michael Lucas;1972-03-10;1972-03-10;Moscow;Russian_Soviet_Federative_Socialist_Republic;Moscow;Russian_Soviet_Federative_Socialist_Republic;;;1972-03-10;American pornographic actor;Russian Jew;;;male;Michael;;24362;;Lucas, Michael;Michael Lucas;Michael Lucas;;;;Moscow;Russian_Soviet_Federative_Socialist_Republic;American pornographic actor;Lucas;81.648
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Ah Miu (阿苗);1958-06-18;1958-06-18;China;People's_Republic_of_China;Zhejiang;Zhoushan;China;People's_Republic_of_China;18;;;;;;Michael;;;;Michael Miu;Miu, Michael;Michael Miu;Miu4 Kiu4-wai5;;Actor;China;People's_Republic_of_China;;Miu;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Johnny Morris, Milton Ingley, Milt Ingersoll, Uncle Miltie, Milton Camp;1946-05-23;;Lubbock,_Texas;United_States;Lubbock,_Texas;United_States;;;1946;Pornographic film actor and director;Caucasian_Race;Caucasian_race;Blue;male;Michael;Blonde;806;MMorrisson;Michael Morrison;Morrison, Michael;Michael Morrison;;109;;Lubbock,_Texas;United_States;Pornographic film actor and director;Morrison;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1969;;;;;;;;1969;;;;;male;Michael;;18542;MRaven;Michael Raven;Raven, Michael;Michael Raven;;12;;;;;Raven;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1977-12-24;;Michigan;United_States;;;;;1977-12-24;;;;;;Michael;;1535423;;Michael Raymond-James;Raymond-James, Michael;Michael Raymond-James;;;Actor;Michigan;United_States;;Raymond-James;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Michel Stefano, Luciano, Mike Long;1969-08-29;;United_States;United_States;;;;;1969;American pornographic actor;Italians;Italians;Brown;male;Michael;Brown;2021;MikeLong;Michael Stefano;Stefano, Michael;Michael Stefano;;942;;United_States;;American pornographic actor;Stefano;79.8336
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Laughing Gor;1967-07-15;;Hong_Kong;;;;China;People's_Republic_of_China;;;;;;;;;874864;;Michael Tse;Michael Tse;Xiè Tiánhuá;ze6 tin1 waa4;;Actor;;;;;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1965-04-16;;Albany,_New_York;Albany,_New_York;;;China;People's_Republic_of_China;1965;Hong Kong based actor;;;;;Michael;;939255;;Michael Wong;Wong, Michael;Michael Wong;王敏德;;Actor;Albany,_New_York;;Hong Kong based actor;Wong;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Gina Wild;1970-12-06;;Eschweiler;Germany;Eschweiler;Germany;;;1970;;Ethnic_German;Ethnic_Germans;Blue/green;female;Michaela;Blonde;23148;GinaWild;Michaela Schaffrath;Schaffrath, Michaela;Michaela Schaffrath;;8;;Eschweiler;Germany;;Schaffrath;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1963-06-12;1963-06-12;Italy;Rome;Italy;Rome;;;1963-06-12;;Italian_people;Italians;Brown;;Michela;Brown_hair;;;Michela Miti;Miti, Michela;Michela Miti;;;;Italy;Rome;;Miti;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Kim Bittner, Michelle McClellan, Pia Sands, Pia Snow;1958-10-01;;Montebello,_California;United_States;Montebello,_California;United_States;;;1958;American pornographic actor;;;;female;Michelle;Brown;4934;PSnow;Bauer, Michelle;Michelle Bauer;Michelle Bauer;;;;Montebello,_California;United_States;American pornographic actor;Bauer;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1982-09-30;1982-09-30;England;Greater_Manchester;Royton;Greater_Manchester;;;30;;;;Blue;;Michelle;Blonde;;;Marsh, Michelle;Michelle Marsh;Michelle Marsh;;;;Royton, Greater Manchester, England;;;Marsh;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1987-01-20;1987-01-20;Edwards_Air_Force_Base;Edwards_Air_Force_Base;;;;;1987-01-20;American pornographic actor;Filipino_people;French_people;Green;female;Michelle;Dark brown;37261;MichelleMaylene;Maylene, Michelle;Michelle Maylene;Michelle Maylene;;100;;Edwards_Air_Force_Base;;American pornographic actor;Maylene;43.5456
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Michael Michaels, Michaels Michaels;1983-10-14;1983-10-14;San_Bernardino,_California;USA;United_States;San_Bernardino,_California;;;1983-10-14;American pornographic actor;;;;female;Michelle;Blonde;27225;MichelleMichaels;Michaels, Michelle;Michelle Michaels;Michelle Michaels;;73;;San_Bernardino,_California;USA;American pornographic actor;Michaels;49.896
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;LadyBuzzKatt, Mistress Moist,;1986-11-04;1986-11-04;England;North_London;England;North_London;;;4;;Caucasian;;Brown;female;Michelle;Blonde;michellemoist;;Michelle Moist;Moist, Michelle;Michelle Moist;;;;England;North_London;;Moist;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1974-12-12;;Singapore;Singapore;;;China;People's_Republic_of_China;1974;;;;;;Michelle;;;;Michelle Saram;Saram, Michelle;Michelle Saram;Zeng6 Syut3 Ji4;;Singer, Actor;Singapore;;;Saram;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Tasha, Michelle Thorpe;1975-08-02;;;;;;;;1975-08-02;;White_British;White_British;Brown_hair;female;Michelle;Blond;26039;MThorne;Michelle Thorne;Thorne, Michelle;Michelle Thorne;;;;;;;Thorne;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Michelle Yip Suen;1980-02-14;1980-02-14;China;Hangzhou;People's_Republic_of_China;Zhejiang;China;People's_Republic_of_China;14;Hong Kong actor;;;;;Michelle;;;;Michelle Ye;Ye, Michelle;Jip6 Syun4;Michelle Ye;;Actor;China;Hangzhou;Hong Kong actor;Ye;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1963-08-06;1963-08-06;Federation_of_Malaysia;Ipoh;Malaysia;Perak;China;People's_Republic_of_China;6;Chinese actress;;;;;Michelle;;;;Michelle Yeoh;SPMP;Yeoh, Michelle;Joeng4 Zi2king4;;Actress/Dancer;Ipoh, Perak, Malaysia;;Chinese actress;Yeoh;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1934-02-27;;Osaka;Osaka, Japan;;;;;1934;;Japanese_people;Japanese_people;;;Michiko;;;;Maeda, Michiko;Michiko Maeda;Michiko Maeda;;;;Osaka, Japan;;;Maeda;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Mick Blu, Mike Blue, Michy Blu, Mickey Blue, Micky Blue, Michael Blue;1976-09-09;1976-09-09;Austria;Graz;Austria;Graz;;;1976-09-09;Austrian pornographic actor;Austrians;Austrians;blue;male;Mick;Brown;30049;http://www.iafd.com/person.rme/perfid=MikeBlue/gender=m/Mick-Blue.htm;Blue, Mick;Mick Blue;Mick Blue;;1000;;Austria;Graz;Austrian pornographic actor;Blue;86.184
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Nick Knight, Mickey Knight, Nick Night, Mickey, Micky G, Chris G., Micky G., Michael, Ed Oaks, Mike;1959-11-09;;Los_Angeles;Los_Angeles,_California;United_States;Los_Angeles;;;1959;American pornographic actor;Caucasian;;;male;Mickey;Brown;23950;Mickey;G, Mickey;Mickey G.;Mickey G;Mickey G.;;;Los_Angeles;Los_Angeles,_California;American pornographic actor;G;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;(He Weiqi);1976-07-09;;China;Hubei;People's_Republic_of_China;Xiantao;China;People's_Republic_of_China;1976;;;;;;Mickey;;;;He, Mickey;Mickey He;Ho4 Sing4 Ming4;Hé Shèngmíng;;Actor;China;Hubei;;He;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1968-07-19;1968-07-19;North_Carolina;United_States;North_Carolina;United_States;;;1968-07-19;American pornographic actor;African_American;African_American;;female;;;53;Midori;Midori;Midori;;;;;North_Carolina;United_States;American pornographic actor;;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1971-10-28;1971-10-28;Mozambique;Mozambique;;;;;1971;music video director;;;;;Miguel;;;;Gaudencio, Miguel;Miguel Gaudencio;;;;Film_director;Mozambique;;music video director;Gaudencio;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Mihiro Taniguchi;1982-05-19;1982-05-19;Japan;Niigata_Prefecture;Japan;Niigata_Prefecture;;;1982-05-19;AV Idol,Singer,Model;Japanese_people;Japanese_people;Brown;;;Brown;;;Mihiro;Mihiro;;;;;Japan;Niigata_Prefecture;AV Idol,Singer,Model;;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Miho Maejima;1986-07-26;1986-07-26;Japan;Tokyo;Japan;Tokyo;;;1986-07-26;;Japanese_people;Japanese_people;Brown;;Miho;Brown;;;Maeshima, Miho;Miho Maeshima;Miho Maeshima;;;;Japan;Tokyo;;Maeshima;43.0
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Mika Okinawa, Leiloni;1977-11-27;1977-11-27;Honolulu;Honolulu,_Hawaii;Honolulu;Honolulu,_Hawaii;;;1977-11-27;American pornographic actor;Japanese_American;Samoan_American;Green/dark brown;;Mika;Black;;;Mika Tan;Tan, Mika;Mika Tan;;391;;Honolulu;Honolulu,_Hawaii;American pornographic actor;Tan;54.432
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Mikayla, Mckayla, Mrs. Mikayla, Makayla, Mikayla Cox;1980-08-29;1980-08-29;Burbank,_California;United_States;Burbank,_California;United_States;;;1980-08-29;Pornographic actress;Mexican;;Gray;female;Mikayla;Dark Brown;33306;Mikayla;Mendez, Mikayla;Mikayla Mendez;Mikayla Mendez;;186;;Burbank,_California;United_States;Pornographic actress;Mendez;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1957-09-01;1957-09-01;;;;;;;1957-09-01;Psychology professor;;;;;Mike;;;;Aamodt, Mike;Michael G. Aamodt;Michael G. Aamodt;Mike Aamodt;;;;;Psychology professor;Aamodt;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Xiao Mei (小美);1983-12-28;1983-12-28;Taipei;Taiwan;Taipei;Taiwan;China;People's_Republic_of_China;1983-12-28;;;;;;Mike;;;;Ha, Mike;Mike He;Hè Jūnxiáng;Mike Ha;;actor, model;Taipei;Taiwan;;Ha;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Don Hart , Don Horner, Johnny Wilson;1955-02-03;1955-02-03;Portland,_Oregon;Portland, Oregon U.S.;;;;;1955-02-03;American pornographic actor;American;;Brown;;Mike;Brown;;;Horner, Mike;Mike Horner;Mike Horner;;;;Portland, Oregon U.S.;;American pornographic actor;Horner;77.112
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1966-01-17;;Los_Angeles;Los_Angeles,_California;Los_Angeles;Los_Angeles,_California;;;1966;;;;Brown;male;Mike;Brown;MikeJohn;;John, Mike;Mike John;Mike John;;;;Los_Angeles;Los_Angeles,_California;;John;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1957-12-26;;Atlanta, Georgia, USA;;;;;;1957;;Caucasian;;Brown;male;Mike;Brown/Grey;13517;MikeSouth;Mike South;South, Mike;Mike South;;42;;Atlanta, Georgia, USA;;;South;210
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1980-06-11;1980-06-11;;;;;;;1980-06-11;;Japanese_people;Japanese_people;Brown;;Miki;Brown;;;Miki Mizuasa;Mizuasa, Miki;Miki Mizuasa;;;;;;;Mizuasa;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1974-06-28;1974-06-28;Japan;Mie_Prefecture;Yokkaichi,_Mie;Japan;;;28;;Japan;Japanese;Brown;;Miki;Black;594684;;Miki Mizuno;Mizuno, Miki;Miki Mizuno;;;;Japan;Mie_Prefecture;;Mizuno;49.0
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1975-09-01;1975-09-01;Japan;Yokohama;Japan;Yokohama;;;1975-09-01;;Japanese_people;Japanese_people;Brown;;Miki;Brown;;;Miki Sawaguchi;Sawaguchi, Miki;Miki Sawaguchi;;;;Japan;Yokohama;;Sawaguchi;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1985-02-14;1985-02-14;Hong_Kong;Hong Kong;;;China;People's_Republic_of_China;1985-02-14;Hong Kong singer-actor;;;;;Miki;;;;Miki Yeung;Yeung, Miki;Miki Yeung;joeng4 ngoi3 gan2;;Actor;Hong Kong;;Hong Kong singer-actor;Yeung;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1987-07-03;1987-07-03;Japan;Niigata,_Niigata;Japan;Niigata,_Niigata;;;3;;;;Brown;;Mikie;Brown;;;Hara, Mikie;Mikie Hara;Mikie Hara;;;;Japan;Niigata,_Niigata;;Hara;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1968-11-04;1968-11-04;San_Francisco;San_Francisco,_California;San Francisco, California, United States;;;;1968-11-04;US porn actor;Filipino_people;Germans;Brown;male;Miles;Brown;7766;MilesLong/gender=d/Miles-Long.htm;Long, Miles;Miles Long;Miles Long®;Miles Long;396;;San Francisco, California, United States;;US porn actor;Long;74.844
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Milla Jay, Milly Jay, Stars Jay, Mili, Star Jay, Pavlina,Pavlina Valentova, Milli Jay, Linda, Milli, Milli Jat, Nelly;1983-12-27;1983-12-23;CZ;Slovakia;;;;;1983-12-27;;;;;female;Mili;Brown/red;33670;MiliJay;Jay, Mili;Mili Jay;Mili Jay;;45;;CZ;;;Jay;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Miruku Ichigo;1981-02-02;1981-02-02;Hokkaido;Japan;Hokkaido;Japan;;;1981-02-02;;Japanese_people;Japanese_people;Brown;;Milk;Brown;;;Ichigo, Milk;Milk Ichigo;Milk Ichigo;;;;Hokkaido;Japan;;Ichigo;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Mia Lo;1974-12-30;1974-12-30;Hong_Kong;Hong Kong;;;China;People's_Republic_of_China;1974-12-30;;;;;;Mimi;;2350252;;Lo, Mimi;Mimi Lo;Lo4 Man5 Zong1;Luó Mǐnzhuāng;;Actor;Hong Kong;;;Lo;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Mimi Miyagi;1973-07-03;1973-07-03;Davao_City;Philippines;Davao_City;Philippines;;;1973-07-03;American pornographic actor;Filipino_people;Filipino_people;Brown;female;Mimi;Black;664;MMiyagi;Mimi Miyagi;Miyagi, Mimi;Mimi Miyagi;;;;Davao_City;Philippines;American pornographic actor;Miyagi;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1982-05-28;1982-05-28;Japan;Tokyo;Japan;Tokyo;;;1982-05-28;;Japanese_people;Japanese_people;;;Minami;;1855665;;Aoyama, Minami;Minami Aoyama;Minami Aoyama;;;;Japan;Tokyo;;Aoyama;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1985-02-03;1985-02-03;Gifu_Prefecture;Japan;Gifu_Prefecture;Japan;;;1985-02-03;Japanese gravure idol;Japanese_people;Japanese_people;Brown;;Minase;Brown;;;Minase Yashiro;Yashiro, Minase;Minase Yashiro;;;;Gifu_Prefecture;Japan;Japanese gravure idol;Yashiro;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Matthew Lin;1980-02-26;1980-02-26;Taiwan;Taiwan;;;China;People's_Republic_of_China;26;Singer;;;;;Dow;;;;Ming Dao;Ming, Dow;Dow Ming;Ming Dao;;Actor;Taiwan;;Singer;Ming;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1970-09-07;1970-09-07;Seoul;South_Korea;Seoul;South_Korea;;;7;American pornographic actor;Korean;;;female;;Black with auburn highlights;5091;Minka;Minka;Minka;;;132;;Seoul;South_Korea;American pornographic actor;;60.3288
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1980-03-28;1980-03-28;Japan;Tokyo;Japan;Tokyo;;;1980-03-28;;Japanese_people;Japanese_people;Black;;Minori;Brown;25441;;Aoi, Minori;Minori Aoi;Minori Aoi;;;;Japan;Tokyo;;Aoi;43.0
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1978-04-20;1978-04-20;Japan;Saitama_Prefecture;Japan;Saitama_Prefecture;;;20;;Japanese_people;Japanese_person;;;;;;;Kuroda Mirei;Mirei Kuroda;Kuroda Mirei;Mirei Kuroda;;;Japan;Saitama_Prefecture;;;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1984-10-15;1984-10-15;Japan;Tokyo;Japan;Tokyo;;;1984-10-15;;Japanese_people;Japanese_people;Brown;;Miri;Brown;;;Hanai, Miri;Miri Hanai;Miri Hanai;;;;Japan;Tokyo;;Hanai;45.0
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Victoria, Miriam Rivera, Miriam Xtravaganza, Miriam, Miriam D'Abo;ca. 1981;;Hermosillo;Mexico;Hermosillo;Mexico;;;1981;;Hispanic;Mexican_people;Brown;;;Brown;;;Miriam;Miriam;;;5;;Hermosillo;Mexico;;;54.8856
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1974-02-03;1974-02-03;Hong_Kong;Hong_Kong;;;China;People's_Republic_of_China;1974-02-03;Hong Kong singer-actor;;;;;Miriam;;1173559;;Miriam Yeung;Yeung, Miriam;Joeng4 Cin1-wa4;Miriam Yeung;;Actor;Hong_Kong;;Hong Kong singer-actor;Yeung;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1979-08-18;1984-08-17;India;Mumbai;India;Mumbai;;;17;;;;;;Mishal;;;;Mishal Raheja;Raheja, Mishal;Mishal Raheja;;;Actor;India;Mumbai;;Raheja;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1967-09-24;;Burbank,_California;United_States;Burbank,_California;United_States;;;1967;American pornographic actor;;;;female;;;55;Missy;Missy;Missy;;;428;;Burbank,_California;United_States;American pornographic actor;;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Missy Marie / Missy / Misty Monroe / Missy Monique;1984-08-22;1984-08-22;Las_Vegas;Las_Vegas,_Nevada;United_States;Las_Vegas;;;1984-08-22;American pornographic actor;;;Green;female;Missy;Blonde;32304;MissyMonroe;Missy Monroe;Monroe, Missy;Missy Monroe;;415;;Las_Vegas;Las_Vegas,_Nevada;American pornographic actor;Monroe;58.968
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1987-11-26;1987-11-26;Texas;Texass;United_States;Texas;;;1987-11-26;American pornographic actor;Cherokee;Germans;Blue;female;Missy;Brown;47019;MissyStone;Missy Stone;Stone, Missy;Missy Stone;;123;;Texas;Texass;American pornographic actor;Stone;44.9064
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Laurie Holmes;1963-05-15;1963-05-15;;;;;;;1963-05-15;American pornographic actor;;;;female;Misty;;2102;MDawn;Dawn, Misty;Misty Dawn;Misty Dawn;;61;;;;American pornographic actor;Dawn;45.36
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Misty Mc Kayn, Misty McCain, Misty McKane, Helen;;;England;;;;;;;;;;;female;Misty;;1578;MMcCaine;McCaine, Misty;Misty McCaine;Misty McCaine;;14;;England;;;McCaine;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Misty Raines, Misty Raye, Misty Rayne;;;Long_Beach,_California;United_States;Long_Beach,_California;United_States;;;;American pornographic actor;Caucasian;;Brown;;Misty;Light Brown;;;Rain, Misty;Misty Rain;;;282;;Long_Beach,_California;United_States;American pornographic actor;Rain;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Jenny Stone;1986-03-26;1986-03-26;Inglewood,_California;United_States;Inglewood,_California;United_States;;;1986-03-26;American pornographic actor;African_American;African_American;Brown;female;Misty;Black;43937;MistyStone;Misty Stone;Stone, Misty;Misty Stone;;~ 169;;Inglewood,_California;United_States;American pornographic actor;Stone;54.8856
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Mitch Spinelli;;;;;;;;;;;;;;;Mitchell;;;;Spinelli, Mitchell;Mitchell Spinelli;;;;;;;;Spinelli;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1991-03-14;1991-03-14;Japan;Japan;;;;;1991-03-14;;Japanese_people;Japanese_people;Brown;;Miu;Black;;;Nakamura Miu;Nakamura, Miu;仲村みう;Miu Nakamura;;;Japan;;;Nakamura;48.0
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1983-08-26;1983-08-26;Hokkaido;Japan;Hokkaido;Japan;;;1983-08-26;;Japanese_people;Japanese_people;Brown;;Miwa;Brown;;;Miwa Oshiro;Oshiro, Miwa;Miwa Oshiro;;;;Hokkaido;Japan;;Oshiro;52.0
